id,carat,cut,color,clarity,size
5396,0.3,Premium,D,SI1,49.55212800000001
5397,0.37,Premium,D,SI1,59.59953999999999
5398,0.3,Very Good,D,VS2,49.43635200000001
5399,0.5,Premium,D,VS2,83.71428
5400,0.23,Very Good,E,VVS1,38.49828000000001
5401,1.51,Ideal,H,SI1,245.46522
5402,1.14,Ideal,G,SI1,184.90491000000003
5403,0.74,Very Good,D,SI2,119.26126200000002
5404,1.07,Good,F,SI1,175.29867599999997
5405,1.51,Premium,F,SI1,247.93167
5406,0.38,Ideal,D,VS2,62.54064
5407,0.33,Ideal,G,VVS2,54.678708
5408,0.52,Ideal,E,SI1,86.56648000000001
5409,0.51,Ideal,G,VS1,83.26005
5410,0.46,Fair,D,VS1,72.72287099999998
5411,1.0,Premium,H,SI2,160.561632
5412,0.55,Ideal,F,VS1,91.354068
5413,1.51,Good,E,SI1,241.06555200000005
5414,1.24,Ideal,J,VS1,203.405202
5415,0.42,Premium,E,VS2,68.544
5416,1.72,Premium,G,VS2,279.97982700000006
5417,1.0,Premium,F,SI2,166.026483
5418,0.3,Very Good,F,VVS2,48.795318
5419,0.55,Ideal,H,SI1,90.471744
5420,0.4,Premium,I,VS1,65.52374400000001
5421,0.33,Ideal,D,VS2,55.147008
5422,0.66,Very Good,E,VS2,105.64758
5423,1.08,Premium,H,VS1,185.037048
5424,0.31,Ideal,G,VS2,51.26396
5425,1.11,Very Good,G,SI1,176.43779999999998
5426,0.51,Ideal,G,VS2,85.09962999999999
5427,0.5,Very Good,E,SI1,81.67420800000001
5428,0.36,Ideal,E,VS1,60.728913000000006
5429,0.5,Premium,E,I1,81.813956
5430,1.57,Ideal,J,VVS2,256.46625
5431,0.54,Good,D,SI1,88.349096
5432,0.73,Good,F,VVS2,116.99644
5433,2.05,Very Good,H,SI1,329.695815
5434,0.74,Premium,E,SI2,119.02356
5435,1.02,Good,F,VS1,164.74058999999997
5436,1.5,Good,J,SI2,238.93245
5437,0.28,Premium,G,VVS2,46.239744
5438,0.31,Ideal,E,IF,51.029440000000015
5439,0.36,Ideal,F,IF,59.807835
5440,0.3,Ideal,E,VS1,50.28864899999999
5441,0.37,Premium,G,VS1,59.540916
5442,1.01,Good,F,VS2,161.98665600000004
5443,1.21,Premium,H,SI2,190.39725
5444,0.6,Ideal,E,VS1,99.090144
5445,0.78,Ideal,E,SI1,128.877
5446,0.53,Premium,F,SI2,85.502655
5447,0.31,Good,F,VVS1,48.130825
5448,0.74,Premium,F,SI1,120.716694
5449,0.69,Premium,I,SI1,111.5303
5450,1.13,Premium,H,VS2,183.945927
5451,0.67,Premium,G,VS2,110.32548
5452,1.21,Very Good,I,SI2,197.223876
5453,0.75,Ideal,D,VS1,121.30848
5454,2.22,Fair,J,I1,345.617088
5455,0.4,Ideal,J,SI1,67.22504099999999
5456,0.32,Ideal,E,VS1,52.778336
5457,0.58,Ideal,F,VS1,95.023712
5458,2.08,Premium,I,VVS1,342.92196
5459,1.09,Fair,F,SI2,176.535891
5460,0.5,Very Good,F,VS2,81.834984
5461,0.33,Ideal,G,IF,53.991732000000006
5462,1.27,Ideal,E,SI2,209.3364
5463,0.9,Ideal,H,VVS2,146.0379
5464,0.5,Ideal,E,SI1,83.32453799999999
5465,1.28,Ideal,I,SI2,206.56512000000004
5466,1.3,Fair,H,I1,211.076712
5467,0.7,Premium,E,VS1,111.090865
5468,0.52,Fair,F,VS1,88.52805499999998
5469,1.01,Good,G,VS1,162.811385
5470,0.75,Very Good,E,SI1,121.230298
5471,0.3,Very Good,G,VVS2,47.43457599999999
5472,1.0,Very Good,H,VS2,164.177544
5473,1.02,Premium,E,VS2,164.288828
5474,0.3,Premium,D,VS2,49.53657600000001
5475,0.72,Ideal,E,VS2,118.879572
5476,0.27,Ideal,H,VS1,44.92873
5477,0.24,Very Good,E,VVS2,40.0752
5478,1.16,Premium,G,VS2,193.69608
5479,1.12,Premium,E,I1,185.1478
5480,1.01,Premium,H,SI1,162.89260199999998
5481,0.38,Ideal,G,VS2,61.573512
5482,0.51,Very Good,G,VVS2,83.163717
5483,0.57,Good,D,SI2,92.33404
5484,0.3,Ideal,F,VS2,49.04064
5485,0.9,Ideal,J,VS1,146.08902
5486,1.0,Good,E,VS2,163.56249
5487,2.0,Premium,D,SI2,314.124798
5488,1.19,Good,E,VS2,192.71700000000004
5489,0.35,Very Good,H,VVS1,56.391972
5490,1.8,Ideal,F,SI1,294.609231
5491,0.41,Premium,E,VVS2,67.78613600000001
5492,0.38,Very Good,G,VS2,61.204896
5493,0.81,Ideal,F,VVS2,132.801768
5494,0.3,Very Good,G,IF,49.09304399999999
5495,0.57,Good,F,VS1,97.630866
5496,0.44,Very Good,E,VS2,71.35968
5497,0.52,Ideal,F,VS1,86.834028
5498,0.35,Very Good,H,VS1,57.471406
5499,0.75,Very Good,G,SI1,123.37825499999998
5500,1.25,Very Good,J,VS1,210.3291
5501,1.02,Premium,D,SI2,164.09359999999998
5502,2.0,Premium,J,SI1,311.824656
5503,0.34,Premium,G,VS2,54.301611
5504,0.3,Ideal,I,VVS1,50.24598
5505,1.01,Premium,D,SI2,162.57612
5506,0.5,Premium,E,VS2,80.935452
5507,0.51,Good,D,VS2,82.37877999999999
5508,0.31,Very Good,I,SI2,52.47440000000001
5509,0.5,Premium,G,VS1,83.132676
5510,0.74,Premium,G,SI2,119.354181
5511,0.47,Good,F,VS1,77.27227199999999
5512,0.39,Ideal,G,IF,64.61747600000001
5513,0.23,Premium,F,VVS2,38.201058
5514,1.11,Ideal,F,VS2,183.351492
5515,0.38,Premium,I,SI1,62.60041599999999
5516,0.58,Ideal,E,VS2,95.931136
5517,0.9,Very Good,D,VS1,147.498988
5518,0.54,Very Good,G,VS1,88.856654
5519,2.01,Very Good,I,SI2,319.82328
5520,0.79,Premium,H,SI2,130.362804
5521,1.11,Good,E,SI2,182.836368
5522,0.9,Ideal,G,SI1,147.970992
5523,1.0,Good,G,SI1,162.192871
5524,0.37,Ideal,F,VS1,60.66529500000001
5525,1.29,Ideal,G,VVS2,209.933612
5526,0.43,Ideal,I,VVS1,70.96572
5527,0.51,Good,F,SI1,81.306932
5528,0.4,Premium,G,VS1,62.992482
5529,1.2,Very Good,J,SI1,198.40467
5530,1.01,Good,E,SI1,164.445372
5531,1.0,Very Good,E,SI2,158.840441
5532,0.64,Very Good,D,SI1,105.19692
5533,0.5,Very Good,H,IF,80.665104
5534,1.05,Ideal,F,SI2,175.10476799999995
5535,0.56,Ideal,H,IF,93.43026
5536,1.22,Very Good,J,SI2,198.518688
5537,1.03,Very Good,G,VS2,166.14720000000003
5538,1.14,Very Good,E,SI2,184.665816
5539,0.61,Ideal,E,VS2,101.770584
5540,1.11,Premium,E,SI2,186.51787
5541,1.52,Premium,I,SI2,246.319515
5542,0.52,Ideal,G,VVS2,84.54144000000001
5543,0.7,Premium,F,SI2,111.690612
5544,0.51,Very Good,F,VS2,85.17473999999999
5545,0.7,Ideal,H,VS1,115.61994
5546,1.15,Ideal,H,SI2,187.79999000000004
5547,0.97,Very Good,G,VVS1,158.217084
5548,0.54,Ideal,I,IF,91.865664
5549,1.01,Very Good,G,VS2,164.903478
5550,0.57,Very Good,J,VS1,91.7532
5551,0.76,Ideal,G,SI2,125.33625499999998
5552,0.51,Ideal,F,VS1,84.01146600000001
5553,1.32,Premium,F,SI2,214.73595
5554,0.32,Ideal,D,SI1,53.19072
5555,1.2,Very Good,G,VS2,191.792016
5556,0.52,Very Good,E,VS1,84.311934
5557,0.35,Very Good,D,VS1,58.059744
5558,1.21,Premium,F,VS1,198.009152
5559,1.03,Premium,E,VS1,169.721496
5560,0.35,Ideal,G,VVS2,58.045608
5561,0.55,Ideal,F,VS2,90.66816
5562,0.91,Good,F,SI1,147.05331199999998
5563,1.03,Ideal,H,SI2,168.07507199999998
5564,0.79,Good,F,SI2,124.48980000000002
5565,0.4,Ideal,F,VVS1,66.36319999999999
5566,1.13,Very Good,D,SI2,182.79342
5567,0.33,Premium,I,VVS1,53.2389
5568,1.18,Ideal,F,VS2,194.381594
5569,0.77,Premium,G,SI2,129.949456
5570,1.22,Ideal,J,VS1,198.120495
5571,0.7,Ideal,G,VVS1,114.32775
5572,0.78,Very Good,G,VS2,126.491456
5573,0.43,Ideal,D,SI1,69.80709600000002
5574,0.92,Premium,F,SI2,150.444702
5575,1.21,Fair,H,SI1,187.07944200000003
5576,0.24,Ideal,G,IF,39.62682
5577,0.7,Premium,D,SI2,116.149965
5578,0.3,Ideal,E,VS1,49.068488
5579,0.41,Ideal,E,VS1,66.7527
5580,0.77,Ideal,F,VS1,127.66656
5581,1.02,Fair,D,SI2,160.41168
5582,0.31,Premium,G,VS2,50.21654400000001
5583,0.3,Ideal,D,VS2,49.96944
5584,2.0,Good,G,SI1,314.58627199999995
5585,2.05,Ideal,J,VS1,333.283776
5586,1.0,Premium,G,I1,162.66033
5587,1.01,Very Good,D,VS2,162.201292
5588,2.08,Premium,H,SI1,334.53324000000003
5589,0.32,Very Good,E,SI2,52.2522
5590,0.31,Very Good,H,VVS2,49.437424
5591,1.21,Ideal,G,VVS2,198.72138
5592,1.41,Good,F,SI1,221.717888
5593,0.9,Very Good,H,SI2,145.71072
5594,0.38,Ideal,E,VVS2,61.12239
5595,0.51,Ideal,J,SI1,84.238946
5596,1.51,Premium,J,SI1,247.7466
5597,1.01,Very Good,F,SI2,173.88927
5598,0.89,Good,E,SI2,137.088
5599,0.23,Very Good,F,VVS2,37.8896
5600,0.3,Very Good,G,VS2,48.84026
5601,0.83,Very Good,D,SI1,134.85199
5602,2.27,Fair,G,I1,347.020082
5603,1.16,Ideal,H,SI2,187.258176
5604,0.3,Ideal,D,VVS1,50.47914
5605,1.5,Very Good,E,SI2,245.00196
5606,0.9,Good,F,SI1,143.44881999999998
5607,1.55,Ideal,D,VS2,253.878642
5608,1.01,Fair,G,VS2,162.23750399999997
5609,0.5,Premium,E,VS2,80.832024
5610,0.3,Premium,D,SI2,49.437424
5611,0.41,Very Good,F,VS2,68.15978399999999
5612,1.05,Ideal,G,VS1,170.689596
5613,0.32,Ideal,G,IF,53.189892
5614,0.71,Very Good,I,VS1,116.069172
5615,1.23,Very Good,H,SI1,196.80815
5616,1.09,Premium,F,VS1,179.099505
5617,0.32,Premium,J,SI1,51.79680000000002
5618,0.34,Ideal,E,VS2,55.497285000000005
5619,0.3,Ideal,E,VS2,50.94144000000001
5620,1.0,Premium,G,VS1,158.46113699999998
5621,1.2,Ideal,J,SI2,198.80809800000003
5622,1.04,Very Good,G,VS1,167.59436399999996
5623,0.3,Premium,H,SI1,48.62843699999999
5624,1.01,Premium,E,SI2,164.09519999999998
5625,0.54,Ideal,F,VS2,89.157024
5626,0.31,Premium,I,SI1,49.66790400000001
5627,0.73,Premium,G,VVS2,119.52007499999998
5628,1.02,Premium,D,SI1,166.461454
5629,0.32,Very Good,F,VVS1,52.03359000000001
5630,1.14,Ideal,H,SI1,188.478708
5631,0.3,Premium,F,SI1,49.411362
5632,0.34,Premium,F,VVS2,56.680992
5633,1.54,Premium,G,VS1,246.13589
5634,0.6,Very Good,F,IF,102.1977
5635,1.52,Ideal,F,SI1,248.085318
5636,1.04,Very Good,D,SI2,162.19928699999997
5637,0.91,Ideal,E,SI1,149.48262000000005
5638,0.71,Premium,I,VVS2,117.85545
5639,0.3,Premium,D,VS2,49.182336000000014
5640,1.24,Premium,J,I1,201.93251999999995
5641,0.24,Premium,H,VVS1,38.746224
5642,0.52,Ideal,D,VS2,84.37632000000002
5643,1.5,Fair,E,SI1,251.9628
5644,0.4,Very Good,E,SI1,64.53006
5645,1.21,Ideal,H,VS1,196.691868
5646,0.73,Premium,H,SI2,119.418805
5647,1.01,Premium,F,SI2,167.340107
5648,2.08,Ideal,H,SI1,336.40639200000004
5649,1.01,Very Good,G,VS2,160.77606
5650,1.18,Premium,I,SI2,191.57985
5651,0.33,Ideal,G,IF,54.2113
5652,0.37,Ideal,D,VVS2,61.09402500000001
5653,0.3,Ideal,H,SI2,51.771195
5654,0.62,Ideal,F,VVS1,101.132304
5655,0.9,Very Good,G,SI1,145.42105500000002
5656,0.4,Ideal,I,SI1,66.61216800000001
5657,0.9,Good,E,SI1,146.70702
5658,0.74,Ideal,E,SI1,123.00970499999998
5659,0.92,Ideal,F,SI2,154.29648
5660,0.55,Ideal,H,VS1,90.3672
5661,2.01,Ideal,I,SI2,327.57774400000005
5662,0.78,Very Good,E,VS2,127.70255
5663,1.41,Very Good,H,VS2,223.81862400000003
5664,1.2,Premium,H,SI1,196.300662
5665,1.52,Premium,D,SI2,244.990592
5666,1.23,Premium,F,VS2,196.860664
5667,0.32,Premium,F,VS2,52.71168000000001
5668,1.48,Very Good,I,VS2,232.691408
5669,1.16,Ideal,F,VVS2,191.06294
5670,1.7,Ideal,E,SI1,276.893856
5671,0.73,Very Good,G,SI1,120.73347
5672,1.16,Very Good,I,VS2,184.959099
5673,0.58,Very Good,H,SI1,95.84739
5674,1.54,Ideal,I,VS1,251.727048
5675,0.54,Ideal,H,VS2,89.10096
5676,0.64,Ideal,D,SI1,104.70075
5677,0.53,Ideal,I,VS2,86.5998
5678,2.3,Premium,H,SI2,357.16464
5679,0.57,Ideal,E,VS2,94.80635999999998
5680,1.51,Ideal,F,VS2,246.932416
5681,0.72,Ideal,H,VS1,118.39392
5682,0.41,Ideal,G,VS2,67.6609
5683,1.51,Good,I,SI1,230.79771000000005
5684,0.31,Ideal,D,VS1,50.332786000000006
5685,0.64,Very Good,G,VS2,102.6256
5686,1.2,Premium,H,SI1,188.93129
5687,0.32,Very Good,G,VVS1,53.37864
5688,0.7,Good,I,SI1,113.643648
5689,0.55,Premium,E,VS2,89.48677499999998
5690,0.23,Very Good,E,VVS1,38.64838
5691,0.41,Premium,G,VS2,66.90816
5692,1.52,Good,D,SI2,243.7885
5693,0.73,Premium,E,SI1,121.55831999999998
5694,0.3,Very Good,D,SI2,48.3854
5695,0.8,Ideal,G,VVS2,130.67732999999998
5696,2.04,Premium,H,SI1,335.53044
5697,0.3,Ideal,D,VS2,49.19520199999999
5698,1.09,Ideal,G,VS1,180.54356
5699,0.34,Premium,G,VS2,56.14408799999999
5700,1.03,Fair,G,SI1,164.53956
5701,0.69,Premium,E,VS2,110.32548
5702,0.5,Ideal,F,SI1,84.79733399999999
5703,0.38,Very Good,E,SI1,61.75608
5704,1.09,Ideal,H,VS2,178.90295500000005
5705,0.51,Ideal,D,VS2,84.237678
5706,1.38,Very Good,H,SI1,221.98490400000003
5707,0.37,Very Good,E,VS1,60.56504999999999
5708,1.01,Ideal,J,VS2,164.86400000000003
5709,0.3,Premium,D,VS2,48.104772
5710,0.52,Ideal,F,SI1,85.42947600000001
5711,0.72,Very Good,F,VS1,116.87735999999998
5712,0.32,Ideal,D,VVS2,52.942560000000014
5713,1.01,Ideal,J,SI2,167.28075
5714,0.32,Very Good,G,VS1,54.02656000000001
5715,0.23,Good,F,VS2,37.426176
5716,0.77,Ideal,D,SI1,126.16560000000004
5717,1.5,Premium,E,SI2,228.69432
5718,1.35,Very Good,I,VS2,213.752475
5719,0.33,Ideal,I,IF,54.28644
5720,1.1,Ideal,G,SI2,180.11787300000003
5721,1.01,Premium,F,SI2,164.392142
5722,1.02,Very Good,G,VVS2,162.404172
5723,0.91,Fair,H,SI2,147.16353600000002
5724,1.5,Good,F,I1,228.954864
5725,0.9,Good,E,SI1,141.685412
5726,1.01,Ideal,I,VS2,170.5632
5727,1.2,Premium,I,SI2,196.399632
5728,0.28,Ideal,G,VVS2,46.52128
5729,1.03,Very Good,H,SI1,165.88759499999998
5730,0.33,Ideal,H,IF,55.40534999999999
5731,1.14,Ideal,G,SI2,185.35046400000004
5732,0.47,Good,E,VS1,75.81035
5733,1.0,Premium,G,SI2,163.62752000000003
5734,1.0,Good,G,SI1,159.17299200000002
5735,0.57,Very Good,G,VS2,91.404988
5736,1.2,Ideal,H,SI1,200.28975
5737,0.7,Very Good,J,VS2,111.211932
5738,0.28,Ideal,G,IF,47.1835
5739,0.9,Fair,H,VS2,139.44642399999998
5740,1.22,Ideal,I,SI1,197.667075
5741,0.52,Good,D,VS2,84.43569600000001
5742,1.0,Fair,F,SI1,150.82127999999997
5743,0.7,Very Good,F,VS2,111.036936
5744,0.54,Very Good,G,VVS1,89.04
5745,0.52,Ideal,G,SI2,85.03488
5746,0.76,Very Good,G,VVS2,123.37825499999998
5747,0.64,Ideal,F,VS2,106.174783
5748,2.5,Premium,H,SI2,402.917865
5749,0.41,Ideal,I,VS1,68.44319999999999
5750,0.3,Ideal,F,IF,49.552932
5751,2.0,Premium,G,SI2,320.66198999999995
5752,1.7,Ideal,J,SI2,279.072
5753,0.57,Very Good,F,SI2,92.5848
5754,1.0,Good,E,SI2,160.92932
5755,1.75,Very Good,G,VS2,273.122136
5756,0.95,Very Good,J,VS1,153.711875
5757,0.59,Ideal,E,VS1,95.448815
5758,0.53,Ideal,G,VVS2,86.52672
5759,0.34,Ideal,G,VVS1,55.592515000000006
5760,0.9,Very Good,G,SI1,146.41920000000002
5761,0.72,Good,E,SI1,117.10670399999998
5762,0.29,Ideal,J,VS1,47.211876
5763,0.3,Ideal,G,VS1,49.711662
5764,0.33,Very Good,D,SI2,53.34606
5765,0.5,Premium,G,VS2,83.71428
5766,0.9,Good,H,SI2,142.374
5767,0.9,Very Good,H,VS1,147.56310000000002
5768,0.33,Ideal,G,VVS2,54.94637500000001
5769,1.71,Ideal,F,VS2,279.78735000000006
5770,0.9,Ideal,G,SI2,146.79819
5771,0.38,Good,E,SI1,63.17388
5772,0.31,Very Good,F,VVS1,49.437424
5773,0.56,Very Good,H,SI1,90.45244999999998
5774,1.86,Premium,G,SI2,296.737425
5775,1.14,Ideal,H,SI1,185.842944
5776,0.37,Ideal,F,VS2,60.142311
5777,0.77,Premium,J,SI1,123.119772
5778,0.36,Ideal,E,VVS2,59.71812
5779,0.91,Premium,D,VS2,146.0379
5780,0.36,Ideal,H,VVS1,58.923752
5781,0.51,Premium,D,VVS2,81.67014400000001
5782,0.65,Ideal,F,VS1,107.14928
5783,0.9,Very Good,I,VS2,141.024384
5784,0.4,Very Good,G,VS1,65.881332
5785,0.52,Good,G,SI1,83.25954
5786,0.28,Ideal,D,VVS1,46.19160000000001
5787,1.7,Ideal,H,VVS1,275.77109
5788,0.71,Ideal,J,SI1,118.614848
5789,2.18,Premium,F,SI1,354.72540000000004
5790,0.95,Ideal,F,SI1,156.02105999999998
5791,0.4,Premium,D,SI2,67.14048
5792,2.25,Very Good,J,SI2,361.1361
5793,0.61,Good,I,VS2,95.299776
5794,0.5,Premium,F,VS2,81.54696
5795,1.08,Ideal,G,IF,176.68448999999998
5796,0.5,Fair,G,VVS2,77.791104
5797,1.01,Premium,F,SI2,161.72736
5798,0.3,Ideal,D,VS2,48.65664999999999
5799,1.16,Ideal,I,VS2,190.3824
5800,0.58,Ideal,E,SI1,94.66648
5801,0.8,Ideal,I,VS1,130.631904
5802,1.01,Premium,I,VS2,165.017916
5803,0.39,Ideal,G,VVS2,63.7884
5804,0.31,Very Good,D,SI2,50.69055
5805,1.5,Good,H,SI2,244.36677
5806,1.01,Ideal,F,SI2,163.22103499999997
5807,1.01,Fair,F,VS2,163.65184
5808,0.35,Ideal,G,VVS1,58.395816
5809,0.25,Very Good,G,VVS1,40.9045
5810,0.57,Ideal,F,VS1,95.448815
5811,0.52,Ideal,G,VVS2,86.091082
5812,1.16,Ideal,G,IF,187.57856
5813,1.23,Ideal,J,VS2,204.2883
5814,0.33,Very Good,H,SI1,53.626923
5815,1.14,Ideal,F,I1,184.56557
5816,0.32,Ideal,H,VS1,53.189892
5817,2.31,Very Good,J,SI2,372.807936
5818,0.28,Very Good,G,VVS2,47.1835
5819,0.51,Ideal,I,VS1,82.67508
5820,0.32,Ideal,H,VS2,52.39574999999999
5821,0.6,Very Good,F,VVS1,98.545356
5822,0.7,Good,H,VVS2,109.734405
5823,0.35,Premium,E,SI1,56.885532
5824,0.73,Ideal,E,VS1,120.06
5825,0.38,Ideal,E,VVS2,45.408168
5826,1.01,Ideal,G,SI1,158.17032
5827,1.7,Premium,E,SI1,279.922896
5828,1.22,Good,I,VS1,201.211535
5829,0.7,Very Good,G,VS2,114.64980000000004
5830,1.63,Very Good,H,SI1,268.732416
5831,0.32,Ideal,G,VVS1,52.61256
5832,0.71,Good,G,VS1,114.601416
5833,1.63,Premium,I,VS2,268.35811199999995
5834,1.07,Premium,G,SI2,170.32274999999998
5835,0.51,Ideal,F,SI1,85.98688200000001
5836,1.03,Ideal,G,SI1,173.103732
5837,0.3,Very Good,H,VS2,48.741264
5838,2.04,Good,F,SI2,329.136696
5839,1.0,Good,F,SI2,153.45
5840,1.05,Premium,F,SI2,172.097926
5841,0.77,Premium,F,VS1,125.324496
5842,1.1,Very Good,J,SI2,178.699053
5843,1.07,Good,F,I1,168.08009400000003
5844,0.7,Very Good,E,VVS2,113.839128
5845,0.5,Good,D,VVS2,83.947776
5846,0.55,Good,E,VS2,91.817334
5847,0.56,Very Good,D,VVS1,90.98775
5848,0.7,Ideal,I,VVS1,114.44866000000002
5849,0.31,Premium,D,SI1,51.41178
5850,0.72,Premium,F,SI1,117.777285
5851,0.33,Ideal,H,VS2,55.159104000000006
5852,0.91,Ideal,G,VS1,149.365404
5853,0.33,Ideal,E,VS2,55.470358
5854,0.31,Very Good,H,SI1,49.921920000000014
5855,1.28,Ideal,G,IF,211.82148
5856,1.64,Premium,F,SI1,266.917416
5857,0.4,Ideal,I,VVS2,67.26118000000001
5858,1.29,Premium,F,VS1,213.92868
5859,1.32,Ideal,I,VS2,212.422392
5860,0.39,Good,F,SI1,62.8866
5861,0.5,Very Good,F,SI1,81.410048
5862,1.0,Good,G,SI1,167.53895999999995
5863,2.01,Very Good,I,VS2,329.598225
5864,1.76,Premium,E,SI1,296.55662399999994
5865,1.63,Ideal,E,VS2,270.80396
5866,1.08,Ideal,E,VS1,176.584828
5867,0.5,Very Good,F,VS1,81.387064
5868,0.31,Premium,I,VS2,50.528556
5869,0.51,Very Good,F,VS2,82.57760000000002
5870,1.02,Ideal,D,SI2,168.497536
5871,2.4,Very Good,I,SI2,390.250572
5872,0.9,Premium,D,SI1,145.80043999999998
5873,1.6,Premium,H,SI2,258.21
5874,2.0,Premium,G,SI1,182.60088
5875,1.03,Ideal,G,SI1,168.9984
5876,1.03,Ideal,E,SI1,168.79979999999998
5877,1.24,Ideal,G,VVS2,200.912512
5878,1.57,Premium,I,VS2,254.91375
5879,0.33,Ideal,F,VS2,54.531528
5880,0.9,Very Good,H,VS1,146.705476
5881,0.32,Premium,G,VS1,51.60496000000001
5882,0.32,Very Good,G,VS2,53.106300000000005
5883,0.4,Premium,E,VVS2,66.80224199999999
5884,0.54,Ideal,G,VVS2,89.36117999999999
5885,2.1,Fair,F,SI2,324.44913599999995
5886,0.81,Ideal,E,SI1,134.08911
5887,1.67,Ideal,I,VS1,276.85538
5888,0.32,Ideal,E,VS2,51.98864000000001
5889,0.26,Ideal,E,VVS2,41.455848
5890,1.0,Very Good,D,SI2,153.354168
5891,0.74,Premium,D,VS2,123.1068
5892,0.57,Ideal,F,VS2,94.27704
5893,0.36,Ideal,F,SI1,59.75092200000001
5894,0.9,Ideal,D,SI1,146.985442
5895,0.31,Ideal,G,IF,51.25256999999999
5896,2.09,Premium,F,SI2,342.57128100000006
5897,1.24,Ideal,H,VS1,200.29572
5898,0.7,Good,H,SI2,111.46688
5899,0.71,Premium,I,VVS2,115.81995
5900,0.35,Ideal,I,VS1,58.30131800000001
5901,0.72,Ideal,F,VS1,118.487232
5902,2.04,Premium,G,SI2,332.517
5903,0.32,Ideal,I,VS1,52.39026
5904,0.31,Ideal,E,VS2,50.901256
5905,0.72,Very Good,G,VS1,121.69684
5906,0.91,Premium,E,SI1,141.11496
5907,0.57,Ideal,G,VS1,94.182704
5908,0.71,Ideal,D,SI1,116.3225
5909,0.46,Ideal,H,SI1,77.403882
5910,1.0,Good,D,VS2,158.82143799999997
5911,1.38,Very Good,H,SI2,222.495728
5912,0.64,Fair,F,VS2,106.838676
5913,1.59,Very Good,H,VVS2,261.20908000000003
5914,0.31,Ideal,I,SI1,51.06204
5915,1.08,Ideal,I,SI1,180.154032
5916,0.4,Ideal,I,VS2,66.643808
5917,0.75,Premium,F,VVS2,122.7303
5918,0.95,Premium,G,SI2,154.91688
5919,0.33,Ideal,D,VS2,55.124262
5920,2.01,Very Good,J,SI2,320.778525
5921,0.5,Ideal,E,VS2,82.73601
5922,0.32,Ideal,E,VS2,53.21316
5923,0.56,Ideal,F,SI1,90.948
5924,1.21,Premium,G,SI2,200.74032
5925,1.0,Good,G,VS2,164.83687500000002
5926,0.57,Ideal,F,VS2,94.999059
5927,0.52,Good,G,SI1,83.354349
5928,0.76,Premium,J,SI1,125.937747
5929,0.28,Very Good,F,VVS1,45.619044
5930,0.52,Ideal,G,VVS1,85.59408
5931,0.35,Ideal,G,IF,57.15539999999999
5932,0.4,Ideal,G,VVS1,66.2473
5933,0.31,Ideal,D,VS2,52.03359000000001
5934,0.45,Good,G,VS1,71.933346
5935,0.32,Premium,F,VS2,52.509600000000006
5936,1.0,Premium,G,VS2,164.51915999999997
5937,0.32,Ideal,G,IF,52.628400000000006
5938,0.57,Premium,E,IF,94.359282
5939,0.72,Ideal,G,VVS2,117.13044000000002
5940,1.0,Good,F,SI2,165.00665999999998
5941,1.52,Good,E,VS1,242.016119
5942,0.4,Very Good,G,VVS1,64.06071
5943,0.32,Ideal,J,VS1,52.943373
5944,0.49,Premium,G,VS2,80.728758
5945,1.0,Premium,D,VS1,162.989676
5946,1.23,Premium,I,SI1,199.39272
5947,1.56,Ideal,I,VS2,252.16832
5948,1.53,Premium,H,SI1,245.205178
5949,0.53,Premium,D,SI1,85.59408
5950,0.42,Premium,G,VS2,68.284458
5951,1.0,Ideal,E,SI2,161.693532
5952,0.25,Very Good,F,VVS2,40.622400000000006
5953,1.51,Very Good,J,SI1,237.578432
5954,1.13,Good,G,I1,181.804084
5955,0.34,Very Good,G,VS2,56.72147999999999
5956,0.54,Ideal,G,VS1,89.64172800000001
5957,1.11,Premium,H,I1,178.559235
5958,0.32,Ideal,D,SI2,53.938794
5959,1.5,Fair,D,SI2,223.88982000000004
5960,0.51,Premium,G,VVS1,81.67014400000001
5961,0.52,Ideal,F,VS1,85.05744
5962,1.01,Ideal,E,SI2,162.052
5963,0.42,Ideal,G,VVS2,70.345584
5964,0.86,Ideal,E,SI1,142.377312
5965,0.58,Ideal,E,SI2,95.16144
5966,0.41,Very Good,G,VS1,68.11921999999998
5967,0.46,Premium,E,VS2,76.902886
5968,0.53,Very Good,E,VS1,86.296356
5969,0.74,Very Good,E,SI1,120.92304
5970,0.42,Ideal,D,VS2,69.32016
5971,0.5,Premium,D,SI1,79.12423199999999
5972,0.72,Ideal,H,VVS2,120.05783999999998
5973,0.77,Ideal,E,SI2,127.51088
5974,1.1,Very Good,D,SI2,180.322783
5975,0.31,Premium,F,IF,50.290785
5976,0.35,Very Good,G,VS1,57.23133599999999
5977,0.9,Premium,F,SI2,144.055296
5978,0.51,Ideal,F,SI1,85.88685
5979,0.4,Ideal,H,SI1,64.77494399999999
5980,0.37,Premium,D,VVS1,61.35907500000001
5981,1.08,Premium,J,SI1,174.84346799999997
5982,0.44,Ideal,D,VS1,71.71404
5983,0.33,Ideal,G,IF,53.8461
5984,1.8,Very Good,J,SI1,294.89148
5985,1.05,Very Good,J,SI2,171.209445
5986,1.01,Fair,H,VS2,156.182985
5987,1.51,Premium,I,SI1,239.14665
5988,0.4,Ideal,D,VVS1,65.828896
5989,0.33,Ideal,E,SI1,53.626092
5990,0.82,Premium,H,VS1,131.56327800000005
5991,1.29,Ideal,E,SI2,207.222848
