id,carat,cut,color,clarity,price,size
25077,0.3,Ideal,H,VS1,6.515,49.526540000000004
25078,2.03,Premium,H,SI2,9.295,337.631976
25079,2.01,Ideal,G,SI2,9.359,330.48249999999996
25080,0.55,Ideal,J,SI1,7.004,92.15504999999999
25081,0.55,Ideal,F,VS1,7.54,89.64010800000001
25082,0.31,Ideal,H,VVS2,6.438,50.85504000000002
25083,0.7,Very Good,D,SI1,7.894,111.86279999999998
25084,0.56,Ideal,E,VS2,7.506,92.65344
25085,0.81,Premium,G,VS2,8.034,131.8998
25086,0.71,Ideal,I,SI1,7.773,116.679
25087,0.7,Good,G,VS1,7.938,112.82185199999999
25088,0.3,Premium,E,SI1,6.265,49.322720000000004
25089,0.9,Very Good,I,SI2,8.161,144.89552
25090,0.3,Premium,G,VS1,6.405,49.29724800000001
25091,0.76,Very Good,E,SI2,7.836,125.632416
25092,0.55,Ideal,E,VS1,7.64,90.883258
25093,0.7,Very Good,G,VS1,7.735,114.32678399999999
25094,0.52,Premium,G,VVS2,7.515,84.78754
25095,0.24,Very Good,F,VVS1,6.41,39.640053
25096,1.01,Ideal,I,VS2,8.452,165.28083
25097,1.14,Premium,H,SI1,8.605,184.79135999999997
25098,0.41,Premium,F,VS1,6.981,66.501432
25099,0.44,Premium,G,VVS2,7.052,72.08202299999999
25100,0.26,Premium,E,VS1,6.363,42.1972
25101,1.17,Ideal,G,VS2,8.722,195.9216
25102,0.96,Fair,F,SI2,7.923,151.837455
25103,1.28,Very Good,E,SI1,8.978,207.466695
25104,0.7,Premium,F,SI1,7.885,114.57116
25105,0.76,Good,F,SI1,7.903,127.68
25106,1.14,Ideal,J,SI2,8.346,189.082715
25107,1.33,Premium,F,SI2,8.823,218.802588
25108,1.06,Ideal,D,VS2,8.833,176.7018
25109,0.9,Very Good,E,VS2,8.433,148.018416
25110,1.7,Good,G,VS1,9.578,277.290744
25111,0.34,Ideal,G,SI1,6.229,57.425903999999996
25112,1.24,Ideal,I,SI1,8.665,200.47219199999998
25113,0.7,Premium,F,VVS1,8.185,111.92439999999999
25114,1.51,Ideal,I,VS2,9.199,245.069388
25115,0.33,Premium,E,VS2,6.583,52.852527
25116,0.8,Very Good,I,SI2,7.753,132.639498
25117,0.3,Ideal,F,VS2,6.399,50.014964
25118,0.52,Ideal,D,SI2,7.185,87.14789999999999
25119,1.13,Premium,G,VS2,8.875,185.01245999999998
25120,0.81,Ideal,J,VS2,7.904,130.413456
25121,0.3,Very Good,G,VVS1,6.586,49.422959999999996
25122,0.7,Very Good,D,VS1,8.124,114.24752
25123,0.51,Very Good,G,VVS2,7.547,81.76896
25124,1.01,Fair,E,I1,7.619,158.170246
25125,1.65,Ideal,H,SI2,9.245,270.31492799999995
25126,1.7,Ideal,J,VS2,9.135,275.58549600000003
25127,0.51,Fair,E,SI1,7.2,87.44200499999998
25128,2.01,Ideal,I,SI2,9.531,331.984576
25129,0.52,Ideal,E,VS2,7.463,84.21376000000001
25130,0.57,Ideal,F,VS2,7.473,94.31456
25131,0.4,Premium,E,SI1,6.782,65.524928
25132,0.74,Ideal,E,VS2,7.973,120.558662
25133,1.04,Premium,G,SI2,8.259,173.115558
25134,0.42,Premium,F,SI1,6.65,69.390195
25135,2.02,Premium,E,SI2,9.523,325.601628
25136,0.4,Ideal,E,VS2,6.882,63.5158
25137,2.0,Fair,H,VS1,9.561,307.91065599999996
25138,0.91,Premium,D,SI2,8.238,147.03457999999998
25139,0.5,Fair,E,VS2,7.242,80.93794800000002
25140,0.71,Ideal,F,VS2,8.165,117.37151999999998
25141,0.4,Premium,F,VVS1,7.188,65.205336
25142,0.53,Ideal,F,VS1,7.39,87.90728800000001
25143,0.39,Premium,G,VS2,6.668,63.46273500000001
25144,1.06,Ideal,I,SI2,8.335,173.952935
25145,0.52,Ideal,F,VVS2,7.766,87.254475
25146,0.73,Ideal,G,VVS2,8.237,118.68863099999999
25147,1.21,Ideal,I,VVS1,8.866,196.96063999999998
25148,1.02,Ideal,G,VVS2,9.036,165.894
25149,0.32,Ideal,G,VS1,6.719,52.464516
25150,1.01,Premium,G,VS1,8.862,167.14346
25151,0.32,Ideal,F,VS2,6.469,53.23752499999999
25152,0.4,Premium,J,VS2,6.64,64.447401
25153,1.0,Ideal,G,SI1,8.634,164.167192
25154,0.72,Ideal,G,VS1,8.154,117.650484
25155,0.3,Ideal,D,VS2,6.815,49.610879999999995
25156,1.2,Very Good,G,SI2,8.54,197.482558
25157,0.3,Ideal,D,VS2,6.815,49.91328000000001
25158,0.57,Very Good,I,SI1,7.07,93.11352199999999
25159,1.32,Very Good,I,VS1,8.824,209.914874
25160,0.53,Ideal,D,VS2,7.435,86.46359700000001
25161,1.52,Ideal,H,SI1,9.234,251.722944
25162,1.5,Good,E,SI1,9.463,239.16538799999998
25163,0.52,Very Good,F,VS2,7.427,84.959781
25164,1.37,Good,I,VS2,8.603,211.52364
25165,1.0,Very Good,E,IF,9.325,158.911632
25166,1.54,Premium,H,VS2,9.362,246.00196799999995
25167,0.32,Premium,E,VS2,6.802,52.564160000000015
25168,0.56,Fair,H,VS2,7.165,94.45995900000001
25169,0.9,Very Good,H,VS1,8.327,143.810413
25170,0.7,Good,J,SI2,7.509,114.1686
25171,0.71,Ideal,I,SI1,7.721,117.57528999999998
25172,1.25,Ideal,F,VS1,9.168,206.50535
25173,0.7,Ideal,E,VS2,7.99,116.88370000000002
25174,1.63,Ideal,H,SI1,9.466,262.392
25175,0.74,Ideal,D,SI1,8.002,121.26176
25176,0.93,Very Good,D,SI2,8.346,152.97786
25177,1.0,Very Good,F,SI2,8.314,160.62543
25178,0.54,Premium,D,VS2,7.597,86.79326400000001
25179,0.7,Premium,G,SI1,7.763,114.48778399999999
25180,1.11,Very Good,F,VVS2,9.363,183.973692
25181,0.43,Premium,E,SI1,6.924,71.503536
25182,0.73,Premium,I,VVS2,7.712,121.07403300000003
25183,0.35,Ideal,H,SI1,6.26,58.686288
25184,0.52,Ideal,D,VVS2,7.794,85.20063999999999
25185,1.06,Very Good,I,SI2,8.165,173.76450000000003
25186,0.56,Ideal,F,VVS2,7.845,92.61170999999999
25187,1.2,Ideal,G,VVS1,9.166,198.987334
25188,0.5,Ideal,H,IF,7.52,83.45996999999998
25189,0.9,Ideal,G,VS1,8.419,151.25796
25190,0.9,Premium,G,SI1,8.208,140.650398
25191,0.59,Very Good,E,VS1,7.611,98.79870000000001
25192,1.16,Ideal,H,SI1,8.705,190.0584
25193,0.42,Ideal,D,VVS2,7.109,70.85849999999999
25194,0.4,Premium,D,SI1,6.649,64.33273000000001
25195,0.7,Premium,E,SI1,7.86,113.10441999999999
25196,1.21,Premium,F,VS1,9.154,200.54447399999998
25197,0.72,Very Good,G,IF,8.133,116.34192
25198,1.12,Ideal,E,VS2,9.181,183.46285999999998
25199,0.71,Premium,H,SI1,7.604,116.04797099999999
25200,0.23,Very Good,D,VVS1,6.273,38.18584200000001
25201,2.01,Ideal,H,VS1,9.789,320.07319199999995
25202,1.0,Premium,F,VS2,8.801,161.03202000000002
25203,0.53,Ideal,G,SI1,7.223,87.47989199999999
25204,0.5,Premium,D,SI1,7.119,79.323552
25205,0.42,Very Good,G,SI1,6.782,68.485025
25206,0.57,Premium,F,SI1,7.627,92.241072
25207,0.3,Good,G,VVS2,6.528,51.014964000000006
25208,0.33,Ideal,E,VVS1,6.958,55.147008
25209,0.32,Ideal,D,SI2,6.168,52.658112
25210,1.11,Ideal,G,VS2,8.812,182.086331
25211,0.52,Ideal,G,VVS2,7.538,86.58936
25212,1.0,Fair,E,SI2,8.302,162.05073599999997
25213,0.42,Ideal,H,VS1,6.742,69.42969000000001
25214,0.4,Very Good,E,VS1,6.959,64.804656
25215,0.4,Very Good,D,VS2,6.766,64.70409599999999
25216,1.24,Very Good,G,SI2,8.757,205.00464599999998
25217,0.35,Ideal,I,VVS2,6.669,57.154557000000004
25218,0.3,Premium,E,VS1,6.815,48.54269999999999
25219,1.36,Ideal,F,VVS2,9.433,222.85220399999997
25220,0.9,Ideal,H,SI2,8.183,146.276509
25221,1.5,Very Good,E,SI1,9.245,237.70368
25222,0.73,Ideal,H,VVS1,8.077,119.7265
25223,0.5,Ideal,G,SI2,7.027,82.69303500000001
25224,0.33,Ideal,G,IF,6.958,55.967296000000005
25225,0.78,Premium,F,VS1,8.114,129.234
25226,0.31,Very Good,G,VS1,6.295,51.07000500000001
25227,0.41,Premium,E,VS1,6.984,67.51315999999998
25228,1.14,Ideal,F,VS2,8.964,184.56557
25229,1.01,Very Good,I,SI2,8.251,163.56555
25230,0.7,Premium,E,SI1,7.777,118.04625599999999
25231,0.31,Ideal,E,SI2,6.324,50.638686
25232,0.52,Ideal,E,VS2,7.435,86.56648000000001
25233,1.53,Ideal,H,SI1,9.217,253.23240800000002
25234,1.01,Ideal,E,SI2,8.305,168.22
25235,1.0,Very Good,I,SI1,8.331,159.61995
25236,2.0,Very Good,I,SI1,9.551,318.76105
25237,1.5,Premium,F,VS2,9.536,245.41649999999998
25238,0.4,Good,G,VS2,6.693,65.54808
25239,0.4,Premium,E,SI1,6.851,64.805832
25240,0.35,Ideal,G,IF,6.866,59.336319999999986
25241,0.5,Ideal,G,VVS2,7.515,82.48383
25242,0.32,Very Good,H,VVS2,6.39,51.70584
25243,0.35,Premium,E,SI1,6.42,56.8404
25244,1.01,Premium,F,SI2,8.45,159.619644
25245,1.5,Very Good,E,VS2,9.565,242.458164
25246,0.32,Ideal,D,VS2,6.816,52.97237399999999
25247,0.53,Ideal,G,VVS1,7.675,87.13224
25248,0.62,Premium,E,VS2,7.651,103.62283199999999
25249,0.43,Ideal,H,IF,7.127,71.183816
25250,0.54,Ideal,H,VS1,7.398,88.474341
25251,0.38,Ideal,E,IF,7.268,63.26168799999999
25252,0.74,Very Good,F,SI1,7.907,118.81367999999999
25253,0.4,Ideal,I,IF,6.821,66.5038
25254,1.01,Premium,E,SI2,8.323,166.461454
25255,1.06,Ideal,I,VS2,8.587,173.089645
25256,2.11,Premium,J,VS2,9.476,352.9441519999999
25257,1.01,Very Good,E,SI1,8.596,163.00323899999998
25258,0.43,Ideal,G,VS1,6.849,70.96572
25259,0.34,Very Good,E,VVS1,6.922,54.5776
25260,0.59,Very Good,I,SI1,7.136,97.102467
25261,1.2,Premium,H,SI2,8.572,195.190944
25262,1.08,Ideal,I,SI1,8.545,174.66590399999998
25263,1.52,Very Good,G,VS1,9.466,251.87404
25264,0.6,Ideal,I,SI2,7.075,99.91308599999999
25265,0.71,Ideal,D,SI1,8.209,114.84018
25266,1.23,Ideal,F,VS1,9.176,199.48158999999998
25267,0.3,Ideal,I,VS1,6.25,48.56623200000001
25268,1.22,Ideal,H,SI2,8.631,202.814766
25269,0.92,Premium,H,SI1,8.194,150.685029
25270,0.28,Premium,E,SI1,6.271,45.84185999999999
25271,0.3,Ideal,D,VS2,6.815,49.621891999999995
25272,1.29,Very Good,I,VS2,8.785,208.29716000000002
25273,1.01,Premium,I,SI2,8.12,160.46858100000003
25274,0.3,Ideal,I,VVS1,6.314,49.898920000000004
25275,2.03,Fair,F,I1,8.818,319.999464
25276,1.6,Very Good,I,VS2,9.244,268.261632
25277,1.01,Good,E,VS2,8.695,157.347388
25278,0.52,Ideal,I,SI1,6.98,85.09962999999999
25279,1.09,Very Good,I,SI1,8.442,175.1412
25280,1.5,Ideal,H,VS2,9.277,241.932514
25281,0.51,Ideal,G,VVS1,7.56,84.14693999999999
25282,0.75,Ideal,D,SI1,7.972,122.40668000000001
25283,1.22,Premium,E,SI2,8.756,195.92369999999997
25284,0.8,Ideal,D,SI1,8.01,125.76622499999999
25285,1.21,Ideal,H,VVS2,9.099,198.69726499999996
25286,1.7,Very Good,J,SI1,9.133,276.5112
25287,0.3,Ideal,G,VS1,6.436,49.45725
25288,0.31,Good,I,VS1,6.192,50.543136000000004
25289,0.72,Ideal,F,VS2,8.079,121.8928
25290,0.71,Premium,E,VS2,7.958,115.163136
25291,0.67,Ideal,G,IF,8.093,109.98685500000002
25292,0.33,Premium,I,IF,6.792,54.666647999999995
25293,0.43,Very Good,E,VVS1,7.268,70.005276
25294,2.23,Premium,H,SI2,9.467,373.8299599999999
25295,0.4,Ideal,J,VS2,6.64,66.30525
25296,0.35,Ideal,D,SI1,6.718,58.32969599999999
25297,1.54,Ideal,G,VS1,9.536,248.97536999999997
25298,0.31,Premium,H,VS2,6.443,51.03199399999999
25299,0.57,Ideal,I,VS1,7.278,92.86992000000001
25300,0.38,Premium,I,VS2,6.45,60.59660600000001
25301,0.52,Ideal,F,VS2,7.277,84.66813599999999
25302,2.0,Good,G,SI2,9.251,311.191605
25303,0.56,Premium,J,VS2,7.116,90.72779299999999
25304,0.53,Ideal,D,VS2,7.509,88.811712
25305,1.01,Good,E,SI2,8.226,162.788535
25306,0.7,Ideal,D,VS1,8.08,112.920885
25307,0.71,Ideal,I,VS1,7.995,115.898725
25308,0.91,Premium,E,SI1,8.328,145.85263
25309,0.4,Very Good,J,IF,6.719,64.364976
25310,0.54,Premium,H,VS2,7.236,88.7922
25311,0.31,Ideal,J,VS1,6.05,51.63362999999999
25312,0.7,Premium,F,SI1,7.725,118.27576799999999
25313,1.01,Ideal,J,VS1,8.454,165.76758
25314,2.14,Premium,G,SI2,9.771,351.39686400000005
25315,1.32,Ideal,I,VS2,8.865,212.422392
25316,0.57,Very Good,E,SI2,7.182,92.61170999999999
25317,0.7,Very Good,G,VS2,7.799,114.84633599999998
25318,0.62,Ideal,D,SI1,7.58,102.400595
25319,0.57,Very Good,D,VVS1,7.988,95.881632
25320,0.3,Ideal,I,VVS2,6.205,48.6115
25321,0.31,Premium,H,VS2,6.192,50.317525999999994
25322,0.7,Very Good,I,VS2,7.766,114.985728
25323,0.51,Ideal,G,VS1,7.433,84.013056
25324,0.31,Ideal,F,VVS1,6.733,52.419024000000014
25325,1.07,Premium,G,SI2,8.343,177.77445000000003
25326,0.7,Very Good,F,SI2,7.57,114.78260999999999
25327,2.03,Ideal,E,SI2,9.569,331.329995
25328,1.01,Ideal,D,SI1,8.602,164.58386000000002
25329,1.31,Ideal,F,VS1,9.327,214.48627199999999
25330,0.84,Fair,D,SI2,7.681,131.030912
25331,0.71,Premium,E,SI1,7.917,114.647664
25332,0.7,Good,D,SI1,7.834,116.73798
25333,0.31,Ideal,E,VVS2,6.762,53.106300000000005
25334,1.22,Ideal,I,SI1,8.667,200.26008
25335,0.36,Premium,H,VS1,6.697,59.42142
25336,1.31,Premium,H,SI2,8.795,208.22371200000003
25337,1.52,Ideal,H,VS2,9.34,251.136972
25338,0.31,Ideal,F,VVS2,6.544,51.72385799999999
25339,0.24,Good,F,VVS1,6.314,40.73759999999999
25340,1.02,Premium,F,SI1,8.646,163.625535
25341,0.7,Fair,H,SI1,7.685,108.670424
25342,0.7,Fair,F,I1,7.034,111.39521400000001
25343,0.34,Ideal,G,VVS1,6.863,55.099455
25344,0.23,Premium,H,VVS2,6.215,38.4608
25345,0.36,Very Good,H,VVS1,6.624,59.702479999999994
25346,0.9,Ideal,H,SI1,8.41,145.565278
25347,1.01,Very Good,G,VS1,8.725,161.13934200000003
25348,0.6,Premium,G,SI1,7.406,95.38094399999999
25349,0.4,Ideal,G,VVS1,6.95,66.5038
25350,0.76,Ideal,D,VVS2,8.331,125.12491999999999
25351,2.02,Ideal,I,SI1,9.677,332.0433780000001
25352,1.21,Very Good,I,SI1,8.39,192.655944
25353,0.33,Ideal,E,VS2,6.772,55.39319999999999
25354,0.51,Ideal,G,VS1,7.377,85.42947600000001
25355,0.95,Good,G,VVS2,8.669,161.24290000000002
25356,0.3,Ideal,E,VVS2,6.921,50.47914
25357,0.73,Ideal,D,SI1,7.987,119.75697600000001
25358,1.02,Good,F,SI2,8.198,168.51709
25359,1.54,Premium,G,SI2,8.95,251.20860799999997
25360,1.05,Ideal,G,VVS1,9.099,176.43779999999998
25361,2.01,Very Good,J,SI1,9.4,315.91341399999993
25362,0.9,Very Good,F,VVS2,8.613,139.247241
25363,0.71,Ideal,H,SI1,7.746,114.85272
25364,1.5,Very Good,J,VS2,8.913,238.55400000000003
25365,0.9,Very Good,H,VVS2,8.438,142.414935
25366,0.61,Ideal,G,SI2,7.113,100.60984499999999
25367,0.32,Good,H,SI1,6.133,52.775701999999995
25368,0.75,Ideal,G,SI1,8.062,122.14944
25369,0.75,Ideal,J,VS1,7.741,121.05832199999998
25370,0.78,Very Good,F,SI2,7.815,130.64157600000001
25371,0.41,Premium,E,VS1,7.05,67.55624399999999
25372,0.74,Good,E,SI1,7.769,117.086976
25373,0.34,Good,F,SI2,6.284,54.967439999999996
25374,0.52,Ideal,G,SI2,7.065,84.99663000000001
25375,1.13,Premium,H,SI1,8.453,181.24176
25376,0.9,Good,D,SI1,8.34,139.36181999999997
25377,1.03,Premium,E,VS1,8.946,169.721496
25378,0.84,Ideal,G,SI2,7.965,139.47589
25379,2.02,Ideal,F,SI2,9.696,324.65852099999995
25380,0.9,Very Good,I,VS2,8.219,147.94738
25381,0.3,Ideal,G,IF,6.863,49.044079999999994
25382,0.9,Good,G,VS2,8.307,140.17449599999998
25383,1.0,Premium,G,VS2,8.707,165.018735
25384,1.14,Premium,F,SI1,8.705,185.87475000000003
25385,0.8,Ideal,F,VS2,8.22,132.920496
25386,1.09,Ideal,G,VVS2,8.994,179.612208
25387,0.52,Premium,F,VS2,7.378,84.70528000000002
25388,1.2,Very Good,G,IF,9.259,201.30957
25389,0.77,Very Good,D,SI1,8.02,125.207264
25390,2.44,Very Good,J,VS2,9.713,407.946
25391,2.03,Good,H,SI2,9.597,326.92876800000005
25392,0.3,Very Good,G,VS1,6.586,50.175296
25393,0.32,Good,D,SI1,6.378,52.174335
25394,1.25,Ideal,H,SI2,8.679,201.46962
25395,0.51,Good,G,VS2,7.203,82.02512999999999
25396,0.9,Very Good,E,VS1,8.547,143.51636
25397,0.9,Very Good,F,SI2,8.166,145.97824500000002
25398,0.32,Ideal,D,VS2,6.631,53.286697999999994
25399,0.27,Ideal,H,VS1,6.14,44.821245000000005
25400,0.26,Very Good,E,VS2,6.399,41.087199999999996
25401,1.01,Very Good,G,VS2,8.821,162.56
25402,1.74,Ideal,H,SI1,9.451,285.24841200000003
25403,1.0,Premium,E,SI2,8.387,160.079724
25404,0.31,Fair,F,VVS2,6.629,50.63744000000001
25405,1.27,Premium,H,VS2,8.884,204.835488
25406,1.1,Very Good,E,SI2,8.532,178.70102999999997
25407,1.14,Ideal,H,SI1,8.865,187.51219199999997
25408,1.05,Ideal,H,SI1,8.505,169.79057999999998
25409,0.5,Good,E,VS2,7.169,81.144966
25410,0.5,Very Good,F,VS2,7.204,78.524736
25411,1.07,Ideal,G,VS2,8.752,175.27840200000003
25412,0.35,Ideal,E,VS1,6.825,57.37914
25413,0.58,Ideal,G,VS2,7.576,96.22667999999999
25414,0.34,Ideal,E,VS2,6.471,55.346816000000004
25415,0.71,Ideal,G,VVS2,7.999,116.59977
25416,0.57,Ideal,F,VVS2,7.766,93.35404799999999
25417,1.61,Ideal,F,VS1,9.756,265.14392
25418,0.3,Ideal,G,VS2,6.515,48.92553600000001
25419,0.4,Very Good,E,SI1,6.532,64.05984
25420,0.5,Premium,H,VVS1,7.516,81.64335
25421,0.3,Premium,F,IF,6.921,50.17464
25422,0.83,Ideal,H,SI1,7.908,135.22275000000002
25423,1.25,Very Good,I,VS2,8.695,200.95647000000002
25424,0.6,Ideal,F,VVS2,8.07,98.66026
25425,0.7,Ideal,I,VS2,7.763,113.837724
25426,0.55,Ideal,F,SI2,7.141,89.78504399999998
25427,0.83,Very Good,F,SI1,8.108,133.113687
25428,1.19,Premium,G,VS2,8.909,188.81678399999998
25429,1.09,Premium,G,SI2,8.189,178.19096399999998
25430,0.5,Very Good,E,VS2,7.234,82.58016
25431,0.7,Very Good,I,SI1,7.559,113.72495999999998
25432,0.41,Premium,G,VS1,6.801,67.23244
25433,0.31,Good,G,VS2,6.229,49.87484
25434,1.29,Premium,J,VS1,8.606,207.21600899999999
25435,0.4,Ideal,E,VVS2,7.054,66.41571
25436,1.01,Very Good,G,VS2,8.699,166.711184
25437,2.01,Fair,G,SI2,9.295,314.52595
25438,0.91,Very Good,J,VS2,8.043,150.62894
25439,0.33,Ideal,F,VS2,6.501,54.624640000000014
25440,0.5,Ideal,D,VS2,7.506,81.997355
25441,0.7,Premium,E,SI2,7.666,110.62078500000003
25442,1.51,Premium,I,VS1,9.174,251.213255
25443,1.01,Good,E,VS1,8.944,164.475472
25444,0.33,Ideal,I,VVS2,6.611,54.67982
25445,0.73,Ideal,E,SI2,7.939,120.01484599999999
25446,0.33,Ideal,H,SI1,6.335,54.136372
25447,0.51,Ideal,H,IF,7.632,84.74128
25448,1.01,Fair,F,VS2,8.535,163.125489
25449,1.01,Premium,H,SI1,8.415,162.25266
25450,1.2,Ideal,D,SI1,9.14,198.51468
25451,1.09,Ideal,J,SI1,8.436,179.19500799999997
25452,1.82,Fair,H,I1,8.698,282.366
25453,0.41,Ideal,F,VS2,6.76,66.333456
25454,1.71,Ideal,G,VS1,9.718,279.63381599999997
25455,1.13,Ideal,G,SI2,8.549,188.70230399999997
25456,1.0,Good,D,SI1,8.607,161.16407999999998
25457,1.0,Very Good,F,VS1,8.923,163.470384
25458,0.4,Premium,D,VVS2,7.188,66.626196
25459,1.02,Very Good,I,SI1,8.276,164.141424
25460,0.71,Premium,F,SI2,7.682,114.40926000000002
25461,0.56,Ideal,D,VS1,7.614,92.277224
25462,1.0,Very Good,I,VS2,8.438,159.91478999999998
25463,0.3,Ideal,E,VVS2,6.609,49.72572
25464,1.51,Premium,H,SI2,8.901,238.87295999999998
25465,0.59,Ideal,E,SI2,7.174,95.41845599999999
25466,0.31,Premium,F,VVS1,6.935,53.34793500000001
25467,0.62,Premium,G,SI1,7.133,103.06015999999998
25468,0.71,Very Good,J,VS1,7.631,113.551347
25469,1.57,Very Good,J,VS2,8.966,261.303048
25470,0.57,Ideal,G,SI1,7.233,92.41478400000001
25471,0.76,Ideal,G,SI2,7.81,124.610556
25472,0.31,Premium,I,SI1,6.26,50.945460000000004
25473,0.42,Ideal,I,SI1,6.725,69.232254
25474,0.32,Ideal,G,IF,6.822,53.018240000000006
25475,0.3,Ideal,D,VS2,6.657,50.564472
25476,0.7,Ideal,G,VS1,8.002,112.99224
25477,0.7,Premium,E,VS2,7.945,112.41401599999999
25478,0.7,Good,G,VS1,7.873,113.81463599999998
25479,1.51,Premium,G,SI1,9.277,231.2576
25480,0.5,Premium,D,SI1,7.154,82.47210000000001
25481,1.71,Premium,I,VS2,9.147,277.104828
25482,0.53,Ideal,D,VS1,7.758,87.13127700000001
25483,1.17,Fair,H,SI2,8.459,190.229172
25484,1.13,Good,F,SI2,8.3,179.757704
25485,2.02,Very Good,G,SI2,9.514,310.61352800000003
25486,1.32,Premium,J,VS2,8.666,218.29121999999998
25487,0.32,Ideal,F,VVS2,6.685,53.183208
25488,0.3,Very Good,E,SI1,6.265,48.27155200000001
25489,0.33,Good,E,SI1,6.292,55.0732
25490,1.51,Very Good,I,SI2,8.827,231.716444
25491,0.3,Ideal,D,SI1,6.314,49.898920000000004
25492,0.23,Premium,E,VVS1,6.522,38.489985
25493,0.38,Ideal,G,SI1,6.544,62.591255999999994
25494,0.71,Premium,D,VS2,7.895,110.997054
25495,1.5,Ideal,G,VS2,9.476,241.93614599999998
25496,1.32,Premium,F,SI2,8.804,214.73595
25497,0.33,Premium,D,SI1,6.41,54.18981
25498,1.0,Fair,E,SI2,8.358,146.280582
25499,0.32,Premium,G,VS2,6.33,51.13152000000001
25500,0.79,Very Good,G,SI2,7.501,123.791888
25501,0.39,Ideal,J,SI1,6.342,64.16150400000001
25502,0.32,Ideal,D,VS2,6.879,52.58429799999999
25503,0.5,Good,E,VS2,7.206,78.68400000000001
25504,0.44,Very Good,G,SI1,6.667,73.70529400000002
25505,0.3,Very Good,E,SI1,6.265,50.18508
25506,2.18,Ideal,I,SI2,9.662,360.38808000000006
25507,0.7,Premium,E,SI1,7.92,113.19047200000001
25508,0.51,Very Good,H,VVS2,7.363,81.54696
25509,0.25,Very Good,F,VVS2,6.354,41.37358499999999
25510,0.7,Ideal,F,VVS2,8.227,114.68828799999999
25511,0.31,Ideal,G,SI1,6.1,52.227120000000006
25512,0.51,Good,E,SI1,7.268,78.77449999999999
25513,1.0,Ideal,F,SI2,8.401,163.14436800000001
25514,0.5,Ideal,E,VS2,7.349,82.41344999999998
25515,1.11,Ideal,F,VS2,8.965,181.206612
25516,0.41,Ideal,G,VS2,6.718,66.55672
25517,0.42,Good,F,VS1,6.992,68.730417
25518,0.32,Ideal,H,VS1,6.33,53.213706
25519,1.24,Ideal,H,VS1,9.024,202.0484
25520,0.34,Premium,E,SI2,6.417,56.216595999999996
25521,1.62,Very Good,J,SI2,8.864,268.304576
25522,1.09,Ideal,H,SI1,8.56,178.759518
25523,0.9,Very Good,E,VS2,8.429,145.09342199999998
25524,0.32,Good,D,SI1,6.378,53.019462
25525,0.71,Very Good,E,VS2,7.98,113.07072
25526,0.58,Ideal,I,SI2,7.054,97.34572
25527,1.02,Premium,H,SI1,8.48,169.6149
25528,1.5,Premium,J,SI1,8.826,247.527414
25529,0.92,Ideal,H,SI2,7.989,150.23517600000002
25530,0.7,Very Good,H,VVS1,7.894,112.03925199999999
25531,0.91,Very Good,F,SI2,8.374,143.91608
25532,0.71,Ideal,H,VVS1,7.961,117.53630000000001
25533,0.7,Ideal,G,SI1,8.054,116.10028799999999
25534,1.13,Very Good,H,SI2,8.42,186.9021
25535,0.86,Premium,H,SI2,7.922,140.76612000000003
25536,0.7,Good,I,VVS2,7.781,110.41968
25537,0.58,Very Good,D,VVS2,7.783,94.63080000000001
25538,0.4,Premium,E,SI1,6.782,64.705536
25539,1.12,Ideal,H,VS1,8.75,184.01380200000003
25540,1.0,Fair,F,SI2,8.259,154.67759999999998
25541,1.03,Premium,E,SI2,8.468,165.318852
25542,1.51,Premium,E,SI2,9.091,243.97424999999998
25543,0.7,Ideal,I,VS1,7.669,114.56487
25544,0.7,Ideal,G,VS2,7.861,116.02491599999999
25545,0.25,Very Good,E,VVS2,6.354,40.723956
25546,0.35,Premium,E,VS1,6.72,57.93241999999999
25547,0.51,Ideal,E,SI1,7.27,86.1952
25548,0.31,Premium,H,IF,6.704,50.59518400000001
25549,1.02,Premium,E,SI2,8.407,164.397096
25550,0.9,Ideal,I,SI1,8.171,147.366912
25551,1.1,Premium,D,VVS2,9.327,181.03959999999998
25552,0.56,Good,E,SI2,7.066,90.637328
25553,0.54,Ideal,E,VS2,7.521,88.01104000000001
25554,1.29,Premium,F,VS1,9.262,208.14232199999998
25555,0.9,Very Good,E,SI2,8.22,146.178432
25556,0.9,Premium,E,VS2,8.309,145.709568
25557,0.41,Ideal,F,SI1,6.624,66.805172
25558,1.61,Premium,J,VS2,8.968,258.83365200000003
25559,0.3,Ideal,G,IF,6.76,50.55047999999999
25560,0.71,Premium,E,SI1,7.943,116.0235
25561,1.15,Good,H,VS1,8.689,188.26088399999998
25562,0.92,Premium,D,SI2,8.318,150.980625
25563,0.34,Very Good,D,VS2,6.691,56.1438
25564,0.7,Ideal,E,SI1,7.472,112.364032
25565,0.96,Ideal,F,I1,7.947,158.426996
25566,1.1,Premium,E,SI2,8.439,177.85130400000003
25567,0.41,Ideal,E,VS1,6.984,66.69891
25568,0.71,Ideal,G,VS2,7.924,117.95097599999998
25569,0.23,Good,D,VVS2,6.114,37.091339999999995
25570,0.42,Very Good,H,SI1,6.551,68.515564
25571,0.5,Very Good,D,VVS2,7.657,79.721616
25572,2.25,Ideal,I,SI2,9.315,375.29029999999995
25573,0.35,Ideal,E,VS2,6.642,57.662605
25574,1.51,Ideal,D,SI1,9.452,252.09727199999998
